time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,FSM eligibility,Not FSM eligible,Total,138
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,Gender,Female,Total,102
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,Gender,Male,Total,172
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,SEN on entry,EHC plan,Total,21
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,SEN on entry,No SEN,Total,136
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,SEN on entry,SEN Support,Total,117
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,10,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,11,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,12,Total,14
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,13,Total,15
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,14,Total,31
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,15,Total,14
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,5,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,7,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Age,9,Total,4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,Any other Black/African/Caribbean background,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,Any other ethnic group,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,Any other Mixed/Multiple ethnic background,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,Caribbean,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,English/Welsh/Scottish/Northern Irish/British,Total,67
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,Gypsy/Roma,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,Indian,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,Unclassified,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,White and Black African,Total,4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Ethnicity minor,White and Black Caribbean,Total,4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,FSM eligibility,FSM eligible,Total,44
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,FSM eligibility,Not FSM eligible,Total,41
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Gender,Female,Total,29
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Gender,Male,Total,56
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,SEN on entry,EHC plan,Total,29
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,SEN on entry,No SEN,Total,28
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,SEN on entry,SEN Support,Total,28
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,10,Total,12
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,11,Total,7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,12,Total,53
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,13,Total,65
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,14,Total,95
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,15,Total,182
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,4,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,5,Total,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,6,Total,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,7,Total,6
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,8,Total,12
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Age,9,Total,16
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,African,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Any other Asian background,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Any other ethnic group,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Any other Mixed/Multiple ethnic background,Total,6
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Any other White background,Total,6
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,English/Welsh/Scottish/Northern Irish/British,Total,417
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Gypsy/Roma,Total,7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Indian,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Irish,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Irish traveller,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,Unclassified,Total,7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,White and Asian,Total,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,White and Black African,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Ethnicity minor,White and Black Caribbean,Total,5
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,FSM eligibility,FSM eligible,Total,205
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,FSM eligibility,Not FSM eligible,Total,255
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Gender,Female,Total,192
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Gender,Male,Total,268
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,SEN on entry,EHC plan,Total,113
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,SEN on entry,No SEN,Total,184
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,SEN on entry,SEN Support,Total,163
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,10,Total,6
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,11,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,12,Total,7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,13,Total,9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,14,Total,23
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,15,Total,33
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,5,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,6,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,7,Total,10
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,8,Total,9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Age,9,Total,4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Ethnicity minor,African,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Ethnicity minor,Any other Mixed/Multiple ethnic background,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Ethnicity minor,Bangladeshi,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Ethnicity minor,English/Welsh/Scottish/Northern Irish/British,Total,94
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Ethnicity minor,Unclassified,Total,5
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Ethnicity minor,White and Black African,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Ethnicity minor,White and Black Caribbean,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,FSM eligibility,FSM eligible,Total,65
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,FSM eligibility,Not FSM eligible,Total,40
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Gender,Female,Total,37
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Gender,Male,Total,68
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,SEN on entry,EHC plan,Total,28
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,SEN on entry,No SEN,Total,33
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,SEN on entry,SEN Support,Total,44
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,10,Total,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,11,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,12,Total,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,13,Total,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,14,Total,25
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,15,Total,16
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,6,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Age,8,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Ethnicity minor,African,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Ethnicity minor,Any other Asian background,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Ethnicity minor,English/Welsh/Scottish/Northern Irish/British,Total,53
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Ethnicity minor,Unclassified,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Ethnicity minor,White and Asian,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Ethnicity minor,White and Black Caribbean,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,FSM eligibility,FSM eligible,Total,42
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,FSM eligibility,Not FSM eligible,Total,16
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Gender,Female,Total,24
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Gender,Male,Total,34
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,SEN on entry,EHC plan,Total,7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,SEN on entry,No SEN,Total,9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,SEN on entry,SEN Support,Total,42
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,10,Total,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,11,Total,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,12,Total,55
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,13,Total,89
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,14,Total,123
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,15,Total,219
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,16,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,17,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,6,Total,3
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,7,Total,8
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,8,Total,6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Age,9,Total,7
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,African,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Any other Black/African/Caribbean background,Total,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Any other ethnic group,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Any other Mixed/Multiple ethnic background,Total,13
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Any other White background,Total,8
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Caribbean,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Chinese,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,English/Welsh/Scottish/Northern Irish/British,Total,457
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Gypsy/Roma,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Irish,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Irish traveller,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,Unclassified,Total,7
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,White and Asian,Total,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Ethnicity minor,White and Black Caribbean,Total,16
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,FSM eligibility,FSM eligible,Total,244
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,FSM eligibility,Not FSM eligible,Total,277
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Gender,Female,Total,160
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Gender,Male,Total,361
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,SEN on entry,EHC plan,Total,91
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,SEN on entry,No SEN,Total,182
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,SEN on entry,SEN Support,Total,248
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,10,Total,12
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,11,Total,8
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,12,Total,26
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,13,Total,20
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,14,Total,62
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,15,Total,110
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,4,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,5,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,6,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,7,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,8,Total,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Age,9,Total,14
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,African,Total,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Any other Asian background,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Any other Black/African/Caribbean background,Total,6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Any other ethnic group,Total,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Any other Mixed/Multiple ethnic background,Total,7
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Any other White background,Total,13
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Bangladeshi,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Caribbean,Total,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,English/Welsh/Scottish/Northern Irish/British,Total,174
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Gypsy/Roma,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Indian,Total,8
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Irish,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Irish traveller,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Pakistani,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,Unclassified,Total,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,White and Asian,Total,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,White and Black African,Total,3
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Ethnicity minor,White and Black Caribbean,Total,20
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,FSM eligibility,FSM eligible,Total,177
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,FSM eligibility,Not FSM eligible,Total,86
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Gender,Female,Total,78
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Gender,Male,Total,185
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,SEN on entry,EHC plan,Total,46
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,SEN on entry,No SEN,Total,99
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,SEN on entry,SEN Support,Total,118
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,Age,15,Total,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,Ethnicity minor,English/Welsh/Scottish/Northern Irish/British,Total,4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,FSM eligibility,FSM eligible,Total,3
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,FSM eligibility,Not FSM eligible,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,Gender,Female,Total,3
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,Gender,Male,Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,SEN on entry,No SEN,Total,3
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,SEN on entry,SEN Support,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,10,Total,5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,11,Total,6
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,12,Total,27
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,13,Total,40
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,14,Total,75
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,15,Total,116
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,18,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,4,Total,5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,5,Total,13
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,6,Total,10
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,7,Total,12
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,8,Total,12
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Age,9,Total,7
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,African,Total,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,Any other Asian background,Total,4
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,Any other Black/African/Caribbean background,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,Any other Mixed/Multiple ethnic background,Total,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,Any other White background,Total,6
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,Caribbean,Total,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,English/Welsh/Scottish/Northern Irish/British,Total,286
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,Irish,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,Pakistani,Total,4
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,Unclassified,Total,9
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,White and Asian,Total,5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Ethnicity minor,White and Black Caribbean,Total,7
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,FSM eligibility,FSM eligible,Total,142
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,FSM eligibility,Not FSM eligible,Total,187
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Gender,Female,Total,105
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Gender,Male,Total,224
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,SEN on entry,EHC plan,Total,43
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,SEN on entry,No SEN,Total,88
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,SEN on entry,SEN Support,Total,198
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,10,Total,3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,12,Total,8
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,13,Total,13
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,14,Total,14
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,15,Total,43
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,5,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,6,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,7,Total,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Age,8,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Ethnicity minor,African,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Ethnicity minor,Any other ethnic group,Total,1
